fx12	fx34	fy14	fy23	fz1	fz2	fz3	fz4	fx	fy	fz	mx	my	mz	msx	msy	ax	ay	tz
0.020	-0.018	0.029	-0.029	-0.001	0.001	0.000	0.000	0.130	0.000	-0.046	0.027	0.079	-0.004	0.027	0.082	0.000	0.000	0.000
0.019	-0.018	0.027	-0.030	0.001	0.000	-0.002	0.000	0.091	-0.175	-0.175	0.134	-0.080	-0.011	0.138	-0.078	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	0.001	-0.001	0.000	-0.001	0.033	-0.136	-0.262	0.015	-0.020	-0.005	0.018	-0.019	0.000	0.000	0.000
0.018	-0.020	0.029	-0.030	-0.002	-0.001	-0.001	0.000	-0.104	-0.097	-0.478	-0.044	-0.012	-0.012	-0.042	-0.014	0.000	0.000	0.000
0.020	-0.019	0.028	-0.029	0.000	-0.002	-0.002	0.000	0.033	-0.078	-0.521	0.015	-0.110	-0.041	0.017	-0.110	0.000	0.000	0.000
0.019	-0.018	0.027	-0.031	0.000	-0.001	-0.002	-0.001	0.013	-0.234	-0.694	0.063	-0.065	0.000	0.068	-0.065	0.000	0.000	0.000
0.019	-0.018	0.027	-0.030	0.001	0.000	-0.001	0.000	0.033	-0.175	-0.046	0.075	-0.042	-0.012	0.078	-0.041	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	-0.001	-0.001	0.000	0.000	0.052	-0.097	-0.262	-0.032	0.011	0.007	-0.030	0.012	0.000	0.000	0.000
0.018	-0.019	0.028	-0.030	-0.002	0.001	-0.001	0.000	-0.084	-0.136	-0.391	0.027	0.064	-0.009	0.030	0.062	0.000	0.000	0.000
0.020	-0.019	0.027	-0.030	0.000	0.000	-0.001	0.000	0.033	-0.156	-0.262	0.015	-0.035	-0.041	0.019	-0.034	0.000	0.000	0.000
0.018	-0.017	0.026	-0.029	0.000	-0.001	0.000	-0.002	0.033	-0.175	-0.521	0.039	0.026	0.006	0.043	0.027	0.000	0.000	0.000
0.018	-0.018	0.027	-0.030	0.001	0.001	-0.001	0.001	-0.006	-0.195	0.213	0.075	-0.057	0.002	0.079	-0.057	0.000	0.000	0.000
0.019	-0.018	0.028	-0.028	-0.001	0.000	-0.002	0.000	0.052	-0.019	-0.435	0.039	-0.004	-0.020	0.039	-0.003	0.000	0.000	0.000
0.020	-0.018	0.027	-0.029	0.000	0.000	-0.002	0.001	0.091	-0.117	-0.132	0.027	-0.057	-0.032	0.030	-0.055	0.000	0.000	0.000
0.019	-0.018	0.028	-0.028	0.001	0.000	0.000	-0.001	0.072	-0.039	0.041	0.075	0.003	-0.033	0.075	0.005	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	-0.001	-0.001	-0.001	-0.001	0.033	-0.097	-0.607	-0.009	0.011	0.005	-0.006	0.011	0.000	0.000	0.000
0.017	-0.018	0.028	-0.030	0.000	0.001	-0.001	0.000	-0.065	-0.136	0.041	0.098	0.018	0.035	0.101	0.017	0.000	0.000	0.000
0.019	-0.019	0.026	-0.029	0.002	0.000	0.000	0.000	-0.026	-0.234	0.343	0.063	-0.050	-0.045	0.068	-0.050	0.000	0.000	0.000
0.020	-0.018	0.029	-0.030	-0.001	0.001	0.000	0.001	0.091	-0.078	0.041	-0.020	0.003	-0.004	-0.019	0.005	0.000	0.000	0.000
0.017	-0.018	0.027	-0.031	0.001	0.001	0.001	0.000	-0.006	-0.273	0.473	0.027	0.033	0.030	0.033	0.033	0.000	0.000	0.000
0.018	-0.018	0.030	-0.030	0.000	-0.001	-0.002	0.000	0.013	-0.039	-0.521	0.039	-0.065	0.042	0.040	-0.065	0.000	0.000	0.000
0.020	-0.019	0.028	-0.029	0.001	0.001	0.000	-0.001	0.052	-0.039	0.084	0.086	0.011	-0.046	0.087	0.012	0.000	0.000	0.000
0.020	-0.018	0.028	-0.030	0.001	0.001	0.000	0.000	0.111	-0.117	0.257	0.086	0.026	-0.023	0.089	0.028	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.001	0.000	-0.003	0.000	0.072	-0.078	-0.219	0.146	-0.118	-0.002	0.148	-0.116	0.000	0.000	0.000
0.019	-0.019	0.028	-0.030	-0.001	-0.001	-0.002	-0.001	0.013	-0.097	-0.694	0.015	-0.020	-0.015	0.017	-0.019	0.000	0.000	0.000
0.020	-0.020	0.028	-0.030	-0.002	-0.001	-0.002	-0.001	0.013	-0.078	-0.694	0.015	0.011	-0.043	0.017	0.011	0.000	0.000	0.000
0.020	-0.019	0.028	-0.031	0.001	-0.001	-0.002	-0.002	0.013	-0.214	-0.435	0.158	-0.035	-0.022	0.162	-0.034	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	0.000	0.000	-0.001	-0.001	0.052	-0.156	-0.219	0.075	0.018	-0.018	0.078	0.019	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	-0.001	-0.002	-0.001	-0.001	0.033	-0.214	-0.651	-0.020	-0.012	-0.027	-0.016	-0.011	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	0.001	0.001	-0.001	0.001	0.111	-0.136	0.213	0.075	-0.042	-0.005	0.078	-0.040	0.000	0.000	0.000
0.018	-0.018	0.027	-0.028	0.000	0.000	-0.001	-0.001	-0.026	-0.078	-0.219	0.051	0.018	-0.013	0.053	0.018	0.000	0.000	0.000
0.019	-0.016	0.028	-0.029	0.001	0.001	-0.001	-0.001	0.189	-0.097	-0.003	0.134	0.011	0.038	0.136	0.015	0.000	0.000	0.000
0.019	-0.018	0.026	-0.029	-0.001	0.000	-0.002	0.000	0.091	-0.175	-0.391	0.051	-0.042	-0.031	0.055	-0.040	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	0.000	0.000	-0.002	0.000	0.052	-0.136	-0.348	0.086	-0.035	0.000	0.089	-0.033	0.000	0.000	0.000
0.018	-0.018	0.028	-0.031	-0.001	-0.001	-0.001	0.000	-0.026	-0.175	-0.262	-0.032	-0.020	0.014	-0.028	-0.020	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	0.000	0.000	-0.001	-0.001	0.013	-0.039	-0.305	0.051	0.003	0.007	0.052	0.003	0.000	0.000	0.000
0.017	-0.018	0.027	-0.031	-0.002	-0.001	-0.001	0.001	-0.065	-0.254	-0.305	-0.115	-0.012	0.035	-0.110	-0.013	0.000	0.000	0.000
0.019	-0.016	0.028	-0.029	-0.001	0.001	-0.001	-0.001	0.189	-0.019	-0.262	0.063	0.056	0.016	0.063	0.060	0.000	0.000	0.000
0.019	-0.018	0.027	-0.030	-0.001	0.000	-0.002	0.001	0.052	-0.195	-0.219	0.003	-0.072	-0.014	0.008	-0.071	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	0.000	0.001	-0.001	-0.002	0.170	-0.019	-0.262	0.134	0.026	-0.032	0.134	0.030	0.000	0.000	0.000
0.018	-0.018	0.028	-0.028	0.001	0.001	0.000	-0.001	0.013	-0.058	0.170	0.110	0.056	0.008	0.112	0.056	0.000	0.000	0.000
0.016	-0.019	0.025	-0.031	0.000	-0.002	0.000	0.001	-0.182	-0.351	-0.219	-0.092	-0.088	0.004	-0.084	-0.092	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	0.000	0.000	0.000	0.000	-0.006	-0.058	-0.132	0.003	-0.012	-0.034	0.005	-0.012	0.000	0.000	0.000
0.020	-0.019	0.028	-0.029	-0.002	-0.001	0.000	0.000	0.072	-0.078	-0.262	-0.104	0.026	-0.048	-0.102	0.027	0.000	0.000	0.000
0.018	-0.018	0.027	-0.030	-0.002	0.000	-0.002	0.001	0.013	-0.195	-0.391	-0.020	-0.027	0.018	-0.016	-0.027	0.000	0.000	0.000
0.018	-0.019	0.028	-0.029	0.000	-0.001	-0.001	0.000	-0.065	-0.078	-0.305	0.003	-0.057	-0.007	0.005	-0.059	0.000	0.000	0.000
0.018	-0.017	0.028	-0.029	0.000	0.000	0.000	0.001	0.091	-0.097	0.213	-0.020	-0.012	0.025	-0.018	-0.010	0.000	0.000	0.000
0.018	-0.019	0.028	-0.028	-0.002	0.000	-0.001	0.000	-0.104	-0.019	-0.435	0.015	0.026	-0.024	0.016	0.024	0.000	0.000	0.000
0.019	-0.017	0.028	-0.029	-0.002	0.000	-0.002	0.000	0.130	-0.078	-0.564	0.003	0.018	0.003	0.005	0.021	0.000	0.000	0.000
0.018	-0.018	0.028	-0.030	-0.001	-0.002	-0.001	0.000	-0.045	-0.136	-0.607	-0.056	-0.035	0.005	-0.053	-0.036	0.000	0.000	0.000
0.020	-0.019	0.028	-0.030	0.001	-0.001	-0.001	0.000	0.052	-0.136	-0.348	0.039	-0.065	-0.054	0.042	-0.064	0.000	0.000	0.000
0.020	-0.019	0.028	-0.030	0.001	0.000	0.000	0.000	0.033	-0.136	0.127	0.027	-0.012	-0.031	0.030	-0.011	0.000	0.000	0.000
0.018	-0.017	0.028	-0.029	-0.001	-0.001	-0.001	0.000	0.072	-0.058	-0.435	0.015	-0.020	0.027	0.016	-0.018	0.000	0.000	0.000
0.019	-0.020	0.028	-0.029	-0.001	0.000	-0.002	0.000	-0.026	-0.039	-0.435	0.039	-0.004	-0.046	0.040	-0.005	0.000	0.000	0.000
0.019	-0.021	0.027	-0.029	-0.001	0.000	-0.001	-0.001	-0.163	-0.117	-0.348	0.015	0.011	-0.069	0.018	0.007	0.000	0.000	0.000
0.018	-0.018	0.029	-0.028	0.001	0.002	0.000	0.000	0.013	0.039	0.386	0.098	0.018	-0.003	0.098	0.019	0.000	0.000	0.000
0.020	-0.016	0.027	-0.030	0.000	0.000	0.001	0.001	0.267	-0.175	0.213	-0.068	-0.027	-0.012	-0.064	-0.021	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	0.001	0.001	-0.001	0.000	-0.045	-0.195	0.084	0.086	-0.020	-0.023	0.091	-0.021	0.000	0.000	0.000
0.017	-0.018	0.027	-0.029	0.000	0.000	-0.002	0.001	-0.026	-0.156	-0.175	0.063	-0.080	0.022	0.066	-0.081	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	-0.001	-0.001	0.000	-0.001	0.013	-0.136	-0.435	-0.056	0.011	-0.024	-0.053	0.011	0.000	0.000	0.000
0.020	-0.018	0.029	-0.029	0.000	0.001	0.000	-0.003	0.150	-0.039	-0.391	0.146	0.079	-0.006	0.147	0.082	0.000	0.000	0.000
0.019	-0.020	0.028	-0.031	0.001	0.000	-0.001	0.000	-0.045	-0.156	-0.003	0.039	-0.050	-0.020	0.042	-0.051	0.000	0.000	0.000
0.018	-0.018	0.029	-0.031	-0.001	0.001	0.000	0.000	-0.006	-0.136	-0.132	0.003	0.049	0.033	0.006	0.048	0.000	0.000	0.000
0.019	-0.018	0.028	-0.028	0.001	0.000	-0.001	0.000	0.072	-0.039	0.170	0.086	-0.050	-0.012	0.087	-0.048	0.000	0.000	0.000
0.020	-0.018	0.028	-0.028	0.000	0.000	-0.001	-0.001	0.150	0.020	-0.348	0.039	-0.004	-0.030	0.039	-0.001	0.000	0.000	0.000
0.018	-0.018	0.026	-0.030	0.001	0.000	-0.002	-0.001	0.013	-0.254	-0.262	0.134	-0.020	0.001	0.140	-0.019	0.000	0.000	0.000
0.018	-0.018	0.028	-0.028	0.000	0.000	-0.001	0.000	-0.006	0.000	-0.262	0.063	-0.020	-0.008	0.063	-0.020	0.000	0.000	0.000
0.020	-0.018	0.027	-0.029	0.001	0.001	0.000	0.000	0.150	-0.136	0.213	0.051	-0.012	-0.030	0.054	-0.009	0.000	0.000	0.000
0.020	-0.019	0.028	-0.030	0.001	-0.001	-0.001	0.000	0.033	-0.175	-0.305	0.027	-0.072	-0.031	0.031	-0.072	0.000	0.000	0.000
0.018	-0.018	0.026	-0.030	-0.001	-0.001	0.000	-0.001	0.013	-0.214	-0.391	-0.044	0.003	-0.014	-0.039	0.003	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	-0.001	-0.001	0.000	-0.001	0.033	-0.195	-0.478	-0.020	0.018	-0.030	-0.016	0.019	0.000	0.000	0.000
0.020	-0.017	0.027	-0.029	0.000	0.001	0.000	-0.001	0.150	-0.136	-0.003	0.086	0.041	-0.026	0.089	0.044	0.000	0.000	0.000
0.018	-0.018	0.029	-0.028	-0.001	0.001	-0.002	0.000	0.052	0.059	-0.305	0.027	0.003	0.018	0.026	0.004	0.000	0.000	0.000
0.019	-0.019	0.028	-0.028	0.000	0.000	-0.002	-0.001	-0.026	0.000	-0.391	0.146	-0.027	-0.032	0.146	-0.028	0.000	0.000	0.000
0.019	-0.018	0.026	-0.028	0.000	-0.001	0.000	-0.001	0.033	-0.117	-0.348	0.015	0.011	-0.036	0.018	0.011	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	-0.001	0.000	-0.001	0.052	-0.058	-0.391	0.027	0.018	-0.028	0.028	0.019	0.000	0.000	0.000
0.018	-0.018	0.027	-0.029	0.001	0.000	0.000	0.000	0.052	-0.136	0.170	0.015	-0.050	0.004	0.018	-0.049	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	0.000	0.001	-0.001	0.000	-0.026	-0.117	0.041	0.075	-0.012	-0.003	0.077	-0.013	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	0.000	0.001	0.000	0.000	0.072	-0.097	0.041	0.051	0.049	-0.034	0.053	0.050	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	0.000	0.000	-0.001	0.033	-0.019	-0.262	0.015	0.026	-0.005	0.016	0.027	0.000	0.000	0.000
0.018	-0.019	0.027	-0.030	0.001	-0.001	0.000	-0.001	-0.065	-0.156	-0.175	0.039	-0.004	-0.025	0.042	-0.006	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.001	0.000	0.000	0.001	0.033	-0.039	0.127	0.003	-0.042	-0.009	0.004	-0.041	0.000	0.000	0.000
0.020	-0.018	0.026	-0.028	0.001	0.000	-0.001	0.000	0.091	-0.097	-0.046	0.051	-0.042	-0.066	0.053	-0.040	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	-0.001	-0.001	-0.001	0.072	-0.039	-0.391	0.051	-0.027	-0.013	0.052	-0.025	0.000	0.000	0.000
0.018	-0.018	0.029	-0.029	-0.001	0.000	-0.001	-0.001	-0.006	0.000	-0.478	0.051	0.018	0.026	0.051	0.018	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	0.001	0.000	-0.002	-0.002	-0.006	-0.175	-0.435	0.158	-0.020	-0.044	0.162	-0.020	0.000	0.000	0.000
0.018	-0.018	0.028	-0.030	0.001	-0.002	-0.001	-0.001	0.013	-0.156	-0.305	0.051	-0.072	0.010	0.054	-0.072	0.000	0.000	0.000
0.018	-0.019	0.028	-0.029	0.001	-0.001	0.000	-0.001	-0.065	-0.078	-0.132	0.051	0.003	-0.010	0.053	0.002	0.000	0.000	0.000
0.016	-0.018	0.028	-0.030	-0.001	0.000	-0.001	0.000	-0.084	-0.156	-0.262	0.039	-0.004	0.041	0.042	-0.006	0.000	0.000	0.000
0.020	-0.018	0.027	-0.030	0.000	0.000	-0.001	0.001	0.091	-0.175	-0.046	0.003	-0.057	-0.028	0.007	-0.055	0.000	0.000	0.000
0.019	-0.017	0.028	-0.029	-0.001	0.001	-0.001	0.000	0.150	-0.078	-0.089	0.063	0.011	0.002	0.064	0.014	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	0.000	0.001	-0.001	0.000	0.091	-0.136	-0.132	0.075	-0.012	-0.014	0.078	-0.010	0.000	0.000	0.000
0.019	-0.018	0.029	-0.029	0.001	0.000	-0.002	0.001	0.052	0.000	-0.046	0.051	-0.088	-0.007	0.051	-0.086	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	-0.001	0.001	0.000	-0.001	0.130	-0.078	-0.089	0.086	0.071	-0.014	0.088	0.074	0.000	0.000	0.000
0.018	-0.017	0.027	-0.029	0.000	0.000	-0.002	-0.001	0.033	-0.097	-0.348	0.134	-0.035	0.013	0.136	-0.034	0.000	0.000	0.000
0.019	-0.017	0.028	-0.030	0.001	-0.001	-0.001	-0.002	0.130	-0.136	-0.391	0.122	-0.012	0.000	0.125	-0.009	0.000	0.000	0.000
0.020	-0.019	0.028	-0.030	0.000	0.000	0.000	-0.002	0.052	-0.175	-0.348	0.086	0.041	-0.025	0.090	0.042	0.000	0.000	0.000
0.017	-0.021	0.028	-0.029	-0.002	0.001	-0.001	-0.001	-0.202	-0.117	-0.521	0.039	0.071	-0.030	0.042	0.067	0.000	0.000	0.000
0.018	-0.020	0.026	-0.028	-0.001	0.000	-0.001	0.000	-0.123	-0.117	-0.391	0.003	0.003	-0.075	0.006	0.000	0.000	0.000	0.000
0.018	-0.019	0.026	-0.029	-0.001	-0.001	-0.002	-0.002	-0.084	-0.175	-0.780	0.063	0.011	-0.026	0.067	0.009	0.000	0.000	0.000
0.018	-0.018	0.027	-0.029	0.000	0.000	-0.001	0.000	0.013	-0.156	-0.305	0.027	-0.012	0.001	0.031	-0.012	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	0.000	-0.002	-0.002	-0.001	-0.045	-0.214	-0.651	0.051	-0.057	-0.034	0.056	-0.058	0.000	0.000	0.000
0.017	-0.018	0.028	-0.030	-0.001	0.000	-0.001	0.000	-0.026	-0.097	-0.348	-0.009	0.011	0.046	-0.006	0.010	0.000	0.000	0.000
0.019	-0.019	0.026	-0.028	0.000	0.000	-0.002	0.001	-0.006	-0.175	-0.262	0.039	-0.080	-0.050	0.043	-0.080	0.000	0.000	0.000
0.019	-0.018	0.027	-0.028	-0.002	0.001	-0.003	-0.002	0.052	-0.078	-0.651	0.170	0.049	-0.028	0.171	0.050	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	-0.001	0.000	-0.001	0.033	-0.078	-0.262	-0.009	0.011	-0.009	-0.007	0.011	0.000	0.000	0.000
0.018	-0.019	0.028	-0.029	0.000	0.000	-0.002	-0.001	-0.026	-0.058	-0.435	0.110	-0.020	-0.011	0.112	-0.020	0.000	0.000	0.000
0.018	-0.019	0.026	-0.029	-0.001	0.001	0.000	-0.001	-0.045	-0.214	-0.219	0.075	0.079	-0.037	0.079	0.078	0.000	0.000	0.000
0.020	-0.019	0.030	-0.029	-0.001	0.000	-0.001	0.000	0.091	0.039	-0.305	0.027	-0.012	-0.026	0.026	-0.010	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	-0.002	0.001	0.001	-0.001	0.111	-0.058	-0.132	-0.044	0.094	-0.016	-0.043	0.096	0.000	0.000	0.000
0.019	-0.017	0.028	-0.029	0.001	-0.001	-0.001	0.000	0.111	-0.097	-0.219	0.075	-0.088	0.016	0.077	-0.085	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	-0.002	0.000	-0.001	0.000	0.013	-0.117	-0.391	0.003	0.033	-0.036	0.006	0.034	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	-0.001	0.000	-0.001	-0.001	0.072	-0.117	-0.391	0.027	0.018	-0.005	0.030	0.020	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	-0.001	-0.001	-0.003	0.000	0.072	-0.078	-0.651	0.027	-0.057	-0.023	0.029	-0.056	0.000	0.000	0.000
0.018	-0.018	0.027	-0.029	-0.002	0.001	-0.002	0.000	0.033	-0.156	-0.391	0.051	0.064	0.006	0.054	0.064	0.000	0.000	0.000
0.018	-0.018	0.026	-0.028	-0.001	0.001	-0.002	0.000	-0.026	-0.136	-0.132	0.075	0.018	-0.023	0.078	0.018	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	0.000	0.000	0.000	0.000	0.072	-0.097	-0.175	-0.009	0.011	-0.034	-0.006	0.012	0.000	0.000	0.000
0.018	-0.017	0.028	-0.028	-0.001	-0.001	-0.002	-0.001	0.052	-0.039	-0.564	0.051	-0.012	0.004	0.052	-0.011	0.000	0.000	0.000
0.018	-0.016	0.026	-0.029	0.000	0.001	-0.002	-0.001	0.150	-0.156	-0.478	0.146	-0.012	0.014	0.149	-0.009	0.000	0.000	0.000
0.019	-0.019	0.027	-0.029	0.000	-0.002	-0.001	0.000	-0.026	-0.136	-0.391	-0.044	-0.072	-0.039	-0.041	-0.073	0.000	0.000	0.000
0.020	-0.018	0.027	-0.029	-0.001	0.001	-0.002	0.000	0.091	-0.136	-0.262	0.063	-0.020	-0.046	0.066	-0.017	0.000	0.000	0.000
0.018	-0.018	0.028	-0.030	-0.003	0.001	-0.002	0.000	-0.045	-0.136	-0.607	-0.009	0.026	0.012	-0.006	0.025	0.000	0.000	0.000
0.020	-0.017	0.026	-0.030	0.001	0.000	-0.001	0.000	0.189	-0.254	-0.132	0.098	-0.027	-0.012	0.104	-0.023	0.000	0.000	0.000
0.020	-0.018	0.028	-0.030	0.000	0.000	-0.002	-0.001	0.091	-0.117	-0.348	0.110	-0.020	-0.011	0.113	-0.017	0.000	0.000	0.000
0.017	-0.018	0.027	-0.030	-0.001	-0.001	-0.002	-0.001	-0.006	-0.195	-0.737	0.051	-0.042	0.023	0.055	-0.042	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	0.001	0.000	-0.001	0.000	0.052	-0.156	-0.132	0.098	-0.042	-0.021	0.102	-0.041	0.000	0.000	0.000
0.019	-0.018	0.029	-0.030	0.001	-0.001	-0.002	-0.001	0.111	-0.078	-0.391	0.098	-0.088	0.019	0.100	-0.085	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	-0.002	-0.001	0.000	0.000	0.091	-0.078	-0.435	-0.080	0.026	-0.029	-0.078	0.028	0.000	0.000	0.000
0.018	-0.018	0.026	-0.029	0.000	0.000	-0.002	0.000	-0.026	-0.195	-0.391	0.098	-0.042	-0.024	0.103	-0.043	0.000	0.000	0.000
0.018	-0.019	0.028	-0.030	0.001	0.000	0.000	-0.001	-0.045	-0.156	-0.132	0.051	-0.012	0.005	0.054	-0.013	0.000	0.000	0.000
0.018	-0.016	0.027	-0.029	-0.001	0.001	-0.001	-0.001	0.111	-0.156	-0.435	0.063	0.041	0.031	0.066	0.043	0.000	0.000	0.000
0.019	-0.016	0.026	-0.030	-0.001	0.001	-0.002	-0.001	0.209	-0.273	-0.478	0.122	0.033	0.004	0.128	0.038	0.000	0.000	0.000
0.019	-0.018	0.029	-0.028	-0.001	0.001	-0.001	0.000	0.052	0.039	-0.003	0.063	0.011	0.003	0.062	0.012	0.000	0.000	0.000
0.017	-0.017	0.027	-0.029	-0.001	0.000	-0.002	-0.001	0.013	-0.156	-0.478	0.051	0.003	0.022	0.054	0.003	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	0.002	0.000	-0.002	0.000	0.013	-0.058	-0.132	0.193	-0.118	-0.039	0.195	-0.117	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	0.001	0.002	-0.002	-0.001	-0.006	-0.117	-0.132	0.217	-0.012	-0.030	0.220	-0.012	0.000	0.000	0.000
0.018	-0.019	0.027	-0.029	-0.001	-0.001	-0.001	0.000	-0.084	-0.097	-0.391	0.003	-0.027	-0.019	0.005	-0.029	0.000	0.000	0.000
0.016	-0.018	0.028	-0.031	0.001	0.002	-0.001	-0.001	-0.104	-0.175	0.127	0.146	0.033	0.046	0.150	0.031	0.000	0.000	0.000
0.018	-0.019	0.026	-0.029	-0.001	-0.001	-0.001	0.000	-0.026	-0.195	-0.435	-0.032	-0.020	-0.028	-0.028	-0.020	0.000	0.000	0.000
0.020	-0.018	0.028	-0.030	0.000	0.000	-0.002	0.000	0.111	-0.136	-0.219	0.075	-0.027	-0.013	0.078	-0.025	0.000	0.000	0.000
0.019	-0.018	0.029	-0.028	0.000	0.000	-0.002	-0.002	0.072	0.059	-0.435	0.134	-0.004	0.001	0.133	-0.003	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	0.000	0.001	-0.002	0.000	0.033	-0.117	-0.175	0.086	-0.020	0.013	0.089	-0.019	0.000	0.000	0.000
0.019	-0.020	0.027	-0.030	-0.001	-0.001	0.000	-0.001	-0.045	-0.175	-0.391	-0.068	0.033	-0.044	-0.064	0.032	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	0.000	0.000	0.001	-0.001	-0.006	-0.078	-0.046	0.003	0.018	-0.002	0.005	0.018	0.000	0.000	0.000
0.019	-0.017	0.028	-0.028	0.001	0.000	-0.001	-0.001	0.130	0.020	-0.089	0.134	-0.035	-0.007	0.134	-0.032	0.000	0.000	0.000
0.017	-0.020	0.027	-0.028	0.001	0.000	-0.001	0.000	-0.143	-0.039	0.041	0.075	-0.072	-0.035	0.075	-0.076	0.000	0.000	0.000
0.019	-0.018	0.029	-0.030	-0.001	-0.001	-0.001	0.000	0.052	-0.058	-0.564	-0.044	-0.012	-0.008	-0.043	-0.011	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	0.000	-0.001	-0.002	0.072	-0.019	-0.391	0.075	0.033	-0.016	0.075	0.035	0.000	0.000	0.000
0.020	-0.019	0.029	-0.029	0.000	-0.001	0.000	0.000	0.033	0.000	-0.132	-0.068	-0.027	-0.034	-0.068	-0.026	0.000	0.000	0.000
0.019	-0.019	0.028	-0.028	0.000	0.000	-0.002	0.000	0.013	-0.039	-0.305	0.098	-0.027	-0.032	0.099	-0.027	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	0.000	-0.001	-0.002	-0.001	0.072	-0.117	-0.694	0.086	-0.050	-0.016	0.089	-0.048	0.000	0.000	0.000
0.020	-0.018	0.027	-0.029	0.000	0.000	-0.001	-0.002	0.130	-0.136	-0.521	0.110	0.011	-0.018	0.113	0.014	0.000	0.000	0.000
0.019	-0.018	0.027	-0.028	-0.001	0.000	-0.001	-0.001	0.013	-0.097	-0.391	0.003	0.033	-0.038	0.005	0.034	0.000	0.000	0.000
0.019	-0.018	0.026	-0.030	-0.002	0.000	-0.002	0.000	0.072	-0.273	-0.564	-0.020	0.003	-0.022	-0.014	0.005	0.000	0.000	0.000
0.019	-0.018	0.027	-0.030	0.000	0.001	0.000	0.000	0.091	-0.175	0.170	0.039	0.011	-0.011	0.043	0.013	0.000	0.000	0.000
0.019	-0.017	0.027	-0.028	-0.001	0.001	-0.002	0.000	0.111	-0.097	-0.391	0.051	-0.027	-0.015	0.053	-0.025	0.000	0.000	0.000
0.020	-0.017	0.028	-0.028	0.001	0.000	0.000	-0.001	0.170	0.020	-0.175	0.086	-0.004	-0.024	0.086	-0.001	0.000	0.000	0.000
0.019	-0.019	0.029	-0.030	0.000	-0.001	0.000	-0.001	0.033	-0.078	-0.348	0.015	-0.004	-0.010	0.017	-0.004	0.000	0.000	0.000
0.019	-0.019	0.026	-0.029	-0.001	-0.001	-0.001	0.000	0.013	-0.175	-0.348	-0.032	-0.004	-0.060	-0.028	-0.004	0.000	0.000	0.000
0.018	-0.018	0.029	-0.028	-0.001	0.000	-0.002	-0.001	-0.006	0.078	-0.478	0.098	0.018	0.013	0.097	0.018	0.000	0.000	0.000
0.020	-0.018	0.027	-0.029	0.000	0.001	-0.001	0.000	0.150	-0.156	-0.132	0.075	-0.012	-0.048	0.078	-0.009	0.000	0.000	0.000
0.020	-0.018	0.027	-0.028	0.000	0.000	-0.002	0.000	0.130	-0.058	-0.262	0.039	-0.035	-0.060	0.040	-0.032	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.001	-0.002	0.000	0.000	0.052	-0.058	-0.219	-0.020	-0.057	0.007	-0.019	-0.056	0.000	0.000	0.000
0.020	-0.018	0.028	-0.030	-0.002	-0.001	0.001	-0.001	0.150	-0.136	-0.305	-0.092	0.079	-0.016	-0.089	0.082	0.000	0.000	0.000
0.019	-0.017	0.028	-0.031	0.000	-0.001	0.000	-0.002	0.111	-0.195	-0.435	0.039	0.026	0.016	0.043	0.028	0.000	0.000	0.000
